21.16,66,84,1013,4.16,0,20
21.08,61,87,1013,3.04,0,18.7
20.04,74,88,1015,0.45,0,18
18.38,77,86,1016,0.45,0,17.5
16.36,82,69,1017,0.89,0,16.3
16.36,81,75,1018,0.45,0,15.8
14.63,82,55,1019,0.89,0,15.1
13.82,83,61,1020,0.45,0,14.2
14.44,77,44,1021,0.89,0.46,13.8
15.87,64,33,1022,0.45,1.57,15.7
17.78,45,26,1023,1.34,3.55,19.3
18.89,43,17,1023,0.89,6.26,25.3
19.44,43,72,1023,0.89,8.91,25.3
20,41,67,1024,0.89,10.79,26.7
20.18,35,72,1023,6.18,10.79,27
19.72,48,20,1021,9.3,10.17,26.7
20.25,43,80,1023,1.34,7.73,27.2
19.68,42,78,1024,1.79,5.45,25.6
20.8,39,48,1024,0.89,2.94,24.5
19.69,42,74,1024,0.89,1.2,24.4
19.13,42,83,1024,1.79,0.31,23.3
18.02,43,87,1025,5.69,0,21.2
17.16,63,100,1026,1.34,0,17.6
15.8,66,100,1027,0.89,0,15.8
15.25,70,100,1027,0.45,0,14.7
14.38,71,100,1028,0.45,0,13.7
13.82,74,89,1028,4.63,0,12.8
13.27,76,68,1028,0.89,0,12
12.09,83,55,1027,0.45,0,11.2
11.29,77,41,1028,4.24,0,10.6
10.74,75,0,1028,4.17,0,9.9
10.75,71,0,1028,0.89,0,9.2
11.91,64,0,1029,0.89,0.48,9.1
13.95,57,0,1029,0.89,1.62,12.6
16.17,52,0,1029,0.89,3.66,16.6
18.08,45,0,1030,2.92,6.35,20.8
18.64,45,0,1029,0.45,9.03,24.9
19.75,41,0,1029,0.89,10.93,28.9
19.68,34,0,1028,0.93,10.93,32
20.62,39,0,1028,0.89,10.55,34.4
21.18,36,0,1027,0.89,8.43,34.2
20.31,49,0,1026,1.34,5.6,34.1
19.69,52,0,1026,1.79,3.03,32.3
19.44,53,0,1026,0.89,1.24,27.7
18.27,57,0,1026,1.79,0.31,24.2
16.91,61,0,1027,1.79,0,21
15.56,63,0,1027,0.45,0,17.1
15.57,61,0,1026,5.17,0,14.8
14.44,69,0,1027,4.86,0,13.6
14.81,69,0,1024,0.45,0,12.8
14.85,65,0,1024,3.89,0,11.7
14.65,63,0,1025,3.57,0,11
13.68,81,0,1023,1,0,10.7
13.9,72,0,1039,1.34,0,10.3
13.91,68,0,1022,2.95,0,9.9
13.72,72,0,1022,2.68,0,9.7
15.93,69,0,1039,0.45,0.48,10
16.98,72,0,1026,0.89,1.61,15
18.08,68,0,1026,0.89,3.64,20.1
19.52,63,0,1025,0.89,6.14,24.4
19.28,53,0,1025,2.25,6.14,27.2
21.67,48,0,1024,0.89,10.55,30.9
22.78,44,0,1024,0.89,11.16,32.8
23.89,41,0,1023,1.34,10.23,34.7
22.78,38,0,1023,1.34,8.32,35.6
22.23,36,0,1022,5.22,8.32,34
23.33,27,0,1022,1.79,3.08,31.2
22.53,27,0,1022,0.89,1.25,29.1
21.54,33,0,1021,5.48,1.25,26.5
19.44,50,0,1022,0.89,0,22.5
18.58,49,0,1021,4.62,0,18.6
17.22,64,0,1022,0.45,0,16.5
16.91,72,0,1023,4.34,0,15.3
16.56,81,0,1023,4.24,0,14.6
16.77,85,0,1022,4.21,0,14.1
17.71,79,0,1021,0.45,0,14.3
17.71,73,0,1021,0.45,0,13.7
17.4,76,0,1021,0.45,0,14.2
16.54,80,0,1021,3.87,0,14.5
16.37,77,0,1021,3.7,0,14.3
18.03,75,0,1022,0.45,0.5,14.8
19.2,69,0,1022,0.89,1.71,18.6
20.86,65,0,1022,0.89,3.86,22.5
21.73,60,0,1022,0.89,6.78,25.8
23.16,56,0,1022,0.45,9.64,28.7
23.89,57,0,1021,0.89,11.67,31.8
23.89,47,0,1021,1.79,12.47,33.5
24.44,40,0,1021,1.79,11.44,35
25.56,34,0,1020,0.89,9.17,35
25.87,35,10,1019,0.89,6.16,33.9
25.31,36,65,1019,0.89,3.33,33.4
25.06,41,69,1018,0.89,1.35,31.4
23.33,53,69,1018,0.89,0.35,28.5
20.8,70,62,1018,1.79,0,24
20,73,57,1018,1.34,0,20.6
19.68,72,52,1018,6.23,0,18.9
20.25,80,0,1019,0.45,0,18.2
19.82,77,0,1019,5.51,0,17.9
19.69,82,0,1019,5.81,0,17.8
19.93,74,0,1018,0.89,0,17.3
19.13,77,5,1018,0.89,0,17.7
18.27,83,12,1019,4.99,0,17.5
18.14,78,11,1018,4.55,0,16.7
17.41,89,5,1019,0.45,0,16.4
18.89,82,5,1020,0.89,0.54,17.1
20.31,76,4,1020,0.89,1.84,20.5
21.67,74,15,1020,0.89,4.16,24
21.25,68,14,1019,3.57,4.16,28
22.05,60,4,1018,3.16,6.92,30.9
25.06,58,11,1019,0.89,11.91,33.8
25.87,47,29,1019,1.34,12.65,36.3
26.67,43,22,1018,0.45,11.6,36.9
25.81,35,18,1018,0.89,9.25,35.5
27.22,34,11,1017,0.89,6.09,35
26.98,39,86,1016,1.79,3.3,35.1
25.93,47,92,1016,0.89,1.34,32.9
24.44,60,85,1016,0.89,0.32,28.4
22.53,68,64,1017,0.45,0,26.3
21.36,77,51,1017,1.34,0,22.4
20.95,74,47,1016,4.9,0,20.4
20.24,84,0,1018,4.53,0,19.4
20.22,85,0,1018,4.63,0,18.7
19.69,88,0,1018,5.32,0,18.4
19.38,92,0,1017,4.67,0,18.1
18.76,95,0,1016,4.05,0,18.2
18.44,96,0,1016,3.56,0,17.7
20.28,83,0,1013,2.1,0,17.3
18.78,97,0,1016,0.45,0,17.4
20.49,87,0,1017,0.45,0.55,18.8
22.53,77,3,1018,1.79,1.87,22.2
23.42,71,3,1018,1.79,4.24,26.6
24.76,68,3,1018,1.34,7.43,30
25.87,63,41,1018,1.79,10.55,33.5
26.97,62,21,1018,1.34,12.77,36.8
27.78,60,14,1018,0.89,13.32,38.4
28.09,60,11,1017,0.89,12.22,31.3
29.75,50,8,1016,1.34,9.8,38.5
30.87,43,1,1015,0.89,6.63,38.7
31.11,37,1,1013,3.69,6.63,36.6
31.67,31,0,1014,0.89,1.45,35.2
